"site","COVERTYPE","LRU2","drain","chem","text","form","ntrees","prop","Pinus","Tsuga","Fagus","Acer","Tilia","Carya","Quercus","Ulmus","Fraxinus","Larix","Thuja","Picea","Abies","PopLirio","Betula","Aesculus","Alnus","Castanea","Celtis","Cercis","Cornus","Crataegus","Cupressaceae","Juglans","Morus","NyssaLiquidambar","OstryaCarpinus","Platanus","Prunus","RobiniaGleditsia","Salix","Sassafras","rarea"
"94AB wet typic loamy plains","LAKE/RIVER","94AB","wet","typic","loamy","plains",6,1.3,33.3,16.7,0,0,0,0,33.3,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"94AB wet typic clayey plains","WHITE PINE-RED PINE FOREST","94AB","wet","typic","clayey","plains",6,1.4,83.3,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
"94AB moist typic clayey plains","JACK PINE-RED PINE FOREST","94AB","moist","typic","clayey","plains",37,2.5,64.9,0,2.7,2.7,0,0,2.7,0,0,2.7,8.1,0,0,13.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"94AB moist euic mucky plains","JACK PINE-RED PINE FOREST","94AB","moist","euic","mucky","plains",42,10.3,71.4,0,0,0,0,0,0,0,0,7.1,7.1,7.1,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
"94AB moist typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","94AB","moist","typic","loamy","plains",16,0.9,37.5,12.5,0,6.2,0,0,6.2,0,0,6.2,12.5,6.2,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"94AB dry typic mucky plains","CEDAR SWAMP","94AB","dry","typic","mucky","plains",6,8.6,0,16.7,0,0,0,0,0,0,0,16.7,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3
"94AB moist euic mucky plains","WHITE PINE-RED PINE FOREST","94AB","moist","euic","mucky","plains",50,12.3,40,10,10,2,0,0,0,0,2,6,12,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9
"94AB moist typic alluvial floodplain","JACK PINE-RED PINE FOREST","94AB","moist","typic","alluvial","floodplain",24,10,66.7,0,0,0,0,0,0,0,0,8.3,8.3,0,8.3,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
"94C dry super spodic sandy plains","SPRUCE-FIR-CEDAR FOREST","94C","dry","super spodic","sandy","plains",2,1.3,0,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB dry super spodic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","dry","super spodic","sandy","plains",82,58.6,9.8,14.6,29.3,17.1,1.2,0,1.2,1.2,1.2,0,8.5,2.4,0,7.3,3.7,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,61.3
"94AB moist euic sandy plains","LAKE/RIVER","94AB","moist","euic","sandy","plains",1,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB moist typic alluvial floodplain","CEDAR SWAMP","94AB","moist","typic","alluvial","floodplain",42,17.5,28.6,11.9,7.1,2.4,2.4,0,0,0,4.8,14.3,16.7,2.4,2.4,4.8,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,20.9
"94AB dry spodic sandy slopes","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","spodic","sandy","slopes",8,3.6,37.5,12.5,0,12.5,0,0,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
"94AB moist typic loamy plains","WHITE PINE-RED PINE FOREST","94AB","moist","typic","loamy","plains",146,7.9,43.8,9.6,6.2,8.9,0.7,0,5.5,0.7,0.7,5.5,4.8,0.7,0,8.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"94AB dry typic mucky plains","JACK PINE-RED PINE FOREST","94AB","dry","typic","mucky","plains",12,17.1,91.7,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
"94AB dry typic loamy slopes","WHITE PINE-RED PINE FOREST","94AB","dry","typic","loamy","slopes",20,14.2,70,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"94AB dry typic sandy slopes","WHITE PINE-RED PINE FOREST","94AB","dry","typic","sandy","slopes",288,33.4,77.1,1.4,1.4,2.4,0,0,7.6,0,0,0.3,3.5,0.3,0,3.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6
"94AB moist typic loamy plains","HEMLOCK-WHITE PINE FOREST","94AB","moist","typic","loamy","plains",238,12.9,18.5,39.1,10.5,10.1,1.3,0,0.4,2.1,2.1,1.3,4.2,0.4,2.9,2.5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8
"94AB wet typic loamy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","wet","typic","loamy","plains",33,7.2,0,21.2,21.2,6.1,0,0,0,0,6.1,3,15.2,0,0,15.2,9.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9.8
"94AB dry super spodic sandy plains","CEDAR SWAMP","94AB","dry","super spodic","sandy","plains",4,2.9,0,25,25,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94C wet euic mucky plains","HEMLOCK-WHITE PINE FOREST","94C","wet","euic","mucky","plains",14,1.2,14.3,50,0,0,0,0,0,0,0,0,21.4,0,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"94AB dry typic sandy plains","HEMLOCK-WHITE PINE FOREST","94AB","dry","typic","sandy","plains",285,2.7,28.4,28.8,12.6,6.3,0.7,0,3.5,1.1,1.1,1.8,8.1,0.7,0.4,2.8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
"94AB dry typic sandy plains","CEDAR SWAMP","94AB","dry","typic","sandy","plains",54,0.5,25.9,13,9.3,0,0,0,0,0,1.9,1.9,31.5,0,5.6,3.7,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
"94AB moist dysic sandy plains","WHITE PINE-RED PINE FOREST","94AB","moist","dysic","sandy","plains",460,19.7,53.9,4.8,5.4,5.7,0,0,3,0,1.5,5.2,4.1,2.4,0.4,7.6,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,19.1
"94AB dry typic sandy plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","dry","typic","sandy","plains",952,9,16,20.6,36.8,13.6,0.5,0,2.1,0.2,0.5,0.7,2.4,0.4,0.7,1.9,2.9,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,9.9
"94AB wet euic sandy plains","MIXED CONIFER SWAMP","94AB","wet","euic","sandy","plains",175,36.8,16,7.4,1.7,4,0,0,0.6,0.6,6.3,22.9,19.4,4,1.7,8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6
"94AB dry typic sandy slopes","JACK PINE-RED PINE FOREST","94AB","dry","typic","sandy","slopes",220,25.5,79.1,0,0,0,0,0,10.5,0,0,0,2.3,0,0.5,7.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5
"94AB dry rich sandy slopes","MIXED CONIFER SWAMP","94AB","dry","rich","sandy","slopes",2,1.9,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB dry typic sandy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","sandy","plains",114,1.1,27.2,14,30.7,12.3,0,0,3.5,0.9,0.9,1.8,1.8,0.9,0,1.8,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94AB dry typic loamy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","loamy","plains",88,5.2,29.5,11.4,36.4,9.1,0,0,3.4,0,0,0,5.7,0,0,2.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
"94AB dry typic loamy slopes","JACK PINE-RED PINE FOREST","94AB","dry","typic","loamy","slopes",11,7.8,81.8,0,0,9.1,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3
"94AB dry rich sandy slopes","JACK PINE-RED PINE FOREST","94AB","dry","rich","sandy","slopes",16,15.5,75,0,0,0,0,0,6.2,0,0,12.5,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
"94AB wet dysic mucky plains","CEDAR SWAMP","94AB","wet","dysic","mucky","plains",13,5.1,15.4,0,0,0,0,0,0,0,7.7,23.1,46.2,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
"94AB moist typic loamy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","moist","typic","loamy","plains",41,2.2,19.5,4.9,34.1,9.8,2.4,0,0,0,0,0,7.3,0,0,7.3,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,2.3
"94AB dry typic clayey plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","clayey","plains",4,0.6,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"94AB wet euic sandy plains","WHITE PINE-RED PINE FOREST","94AB","wet","euic","sandy","plains",14,2.9,28.6,57.1,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2
"94AB wet typic loamy plains","WHITE PINE-RED PINE FOREST","94AB","wet","typic","loamy","plains",21,4.6,38.1,4.8,4.8,0,0,0,0,0,0,0,9.5,0,0,19,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
"94AB dry typic alluvial floodplain","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","alluvial","floodplain",3,1.7,0,0,0,0,0,0,0,33.3,33.3,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB dry typic loamy plains","JACK PINE-RED PINE FOREST","94AB","dry","typic","loamy","plains",105,6.2,78.1,1.9,1,1.9,0,0,2.9,0,1,4.8,3.8,1,1,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
"94AB dry rich sandy slopes","WHITE PINE-RED PINE FOREST","94AB","dry","rich","sandy","slopes",24,23.3,58.3,8.3,4.2,4.2,0,0,12.5,0,0,0,0,8.3,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1
"94AB moist euic sandy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","moist","euic","sandy","plains",14,1.4,28.6,14.3,42.9,7.1,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"94AB dry typic sandy plains","PINE BARRENS","94AB","dry","typic","sandy","plains",1186,11.2,95.4,0.1,0,0.1,0,0,2.3,0.1,0,0.3,0.3,0.3,0.1,0.9,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9
"94C wet typic alluvial floodplain","MIXED CONIFER SWAMP","94C","wet","typic","alluvial","floodplain",19,16,0,10.5,5.3,5.3,0,0,0,0,5.3,26.3,26.3,0,5.3,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"94C dry rich sandy plains","MIXED CONIFER SWAMP","94C","dry","rich","sandy","plains",67,20.2,13.4,3,1.5,0,0,0,0,0,3,16.4,40.3,4.5,10.4,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4
"94AB moist euic sandy plains","HEMLOCK-WHITE PINE FOREST","94AB","moist","euic","sandy","plains",167,16.1,25.7,32.3,2.4,14.4,0,0,0.6,2.4,3,1.8,7.8,1.2,2.4,0.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"94AB dry typic alluvial floodplain","CEDAR SWAMP","94AB","dry","typic","alluvial","floodplain",26,14.8,7.7,30.8,7.7,0,0,0,0,0,0,3.8,38.5,3.8,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5
"94AB moist euic sandy plains","WHITE PINE-RED PINE FOREST","94AB","moist","euic","sandy","plains",78,7.5,48.7,5.1,6.4,1.3,1.3,0,0,0,2.6,5.1,11.5,2.6,1.3,7.7,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6
"94AB moist euic mucky plains","PINE BARRENS","94AB","moist","euic","mucky","plains",3,0.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"94AB moist typic alluvial floodplain","MIXED HARDWOOD SWAMP","94AB","moist","typic","alluvial","floodplain",10,4.2,10,10,0,0,0,0,0,40,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
"94AB dry rich sandy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","rich","sandy","plains",76,8.4,27.6,15.8,28.9,17.1,0,0,2.6,0,0,0,1.3,0,0,1.3,3.9,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,6.8
"94AB wet euic sandy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","wet","euic","sandy","plains",4,0.8,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"94AB wet euic mucky plains","WHITE PINE-RED PINE FOREST","94AB","wet","euic","mucky","plains",48,2.1,43.8,4.2,4.2,4.2,0,0,2.1,0,2.1,8.3,22.9,0,2.1,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
"94AB dry rich sandy plains","MIXED HARDWOOD SWAMP","94AB","dry","rich","sandy","plains",2,0.2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"94AB dry spodic sandy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","spodic","sandy","plains",70,2.7,27.1,12.9,47.1,7.1,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,1.8
"94AB dry rich sandy plains","HEMLOCK-WHITE PINE FOREST","94AB","dry","rich","sandy","plains",38,4.2,21.1,42.1,13.2,7.9,0,0,0,0,10.5,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
"94AB dry rich sandy slopes","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","rich","sandy","slopes",4,3.9,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
"94AB moist euic sandy plains","MIXED HARDWOOD SWAMP","94AB","moist","euic","sandy","plains",39,3.8,12.8,10.3,0,10.3,0,0,0,7.7,15.4,2.6,7.7,0,5.1,12.8,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"94AB dry typic sandy slopes","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","sandy","slopes",2,0.2,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"94AB dry rich sandy plains","MIXED CONIFER SWAMP","94AB","dry","rich","sandy","plains",8,0.9,0,0,25,25,12.5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,1.7
"94AB dry typic loamy plains","SHRUB SWAMP/EMERGENT MARSH","94AB","dry","typic","loamy","plains",17,1,76.5,11.8,5.9,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
"94AB dry typic loamy slopes","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","loamy","slopes",6,4.3,50,0,16.7,16.7,0,0,0,0,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"94AB wet euic sandy plains","MIXED HARDWOOD SWAMP","94AB","wet","euic","sandy","plains",12,2.5,8.3,33.3,0,0,0,0,0,0,0,8.3,8.3,8.3,0,8.3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
"94AB dry typic sandy slopes","WHITE PINE-WHITE OAK FOREST","94AB","dry","typic","sandy","slopes",9,1,44.4,0,0,0,0,0,33.3,0,0,0,11.1,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
"94AB wet typic alluvial floodplain","MIXED CONIFER SWAMP","94AB","wet","typic","alluvial","floodplain",98,28.2,18.4,5.1,3.1,1,0,0,0,1,4.1,32.7,19.4,3.1,3.1,2,6.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9
"94AB dry typic loamy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","dry","typic","loamy","slopes",72,51.1,6.9,29.2,26.4,16.7,2.8,0,2.8,2.8,0,1.4,4.2,1.4,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,46.7
"94AB wet typic alluvial floodplain","ASPEN-BIRCH FOREST","94AB","wet","typic","alluvial","floodplain",2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB dry typic loamy plains","MIXED HARDWOOD SWAMP","94AB","dry","typic","loamy","plains",6,0.4,66.7,0,0,0,0,0,0,16.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"94AB wet typic alluvial floodplain","JACK PINE-RED PINE FOREST","94AB","wet","typic","alluvial","floodplain",26,7.5,69.2,0,0,3.8,0,0,3.8,7.7,0,7.7,0,0,0,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"94AB moist dysic sandy plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","moist","dysic","sandy","plains",40,1.7,35,12.5,15,7.5,0,0,0,0,7.5,0,15,0,0,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"94AB dry rich sandy slopes","PINE BARRENS","94AB","dry","rich","sandy","slopes",1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"94AB wet euic mucky plains","LAKE/RIVER","94AB","wet","euic","mucky","plains",4,0.2,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"94AB moist typic loamy plains","JACK PINE-RED PINE FOREST","94AB","moist","typic","loamy","plains",47,2.6,68.1,4.3,2.1,6.4,0,0,0,0,0,6.4,6.4,2.1,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
"94AB dry typic sandy plains","ASPEN-BIRCH FOREST","94AB","dry","typic","sandy","plains",148,1.4,23.6,3.4,1.4,2.7,0,0,1.4,0,1.4,2,2,0,2,42.6,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"94AB dry rich sandy slopes","CEDAR SWAMP","94AB","dry","rich","sandy","slopes",2,1.9,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB dry typic sandy slopes","ASPEN-BIRCH FOREST","94AB","dry","typic","sandy","slopes",20,2.3,15,15,10,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
"94AB dry typic sandy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","dry","typic","sandy","slopes",147,17.1,17.7,19,29.3,15.6,0.7,0,4.8,0,0,1.4,0.7,1.4,0,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7
"94AB dry typic mucky slopes","JACK PINE-RED PINE FOREST","94AB","dry","typic","mucky","slopes",4,66.7,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
"94AB dry rich sandy plains","ASPEN-BIRCH FOREST","94AB","dry","rich","sandy","plains",19,2.1,15.8,0,0,0,0,0,0,0,0,0,0,0,0,73.7,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9
"94AB moist euic mucky plains","MIXED CONIFER SWAMP","94AB","moist","euic","mucky","plains",137,33.7,29.2,9.5,4.4,5.1,0,0,0.7,1.5,3.6,14.6,15.3,5.8,2.2,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,23.6
"94AB dry typic loamy plains","LAKE/RIVER","94AB","dry","typic","loamy","plains",15,0.9,46.7,0,0,0,0,0,0,0,13.3,26.7,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
"94AB dry rich sandy slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","dry","rich","sandy","slopes",54,52.4,1.9,27.8,40.7,24.1,1.9,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3
"94AB dry rich sandy plains","PINE BARRENS","94AB","dry","rich","sandy","plains",43,4.8,95.3,2.3,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
"94AB dry typic mucky plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","dry","typic","mucky","plains",2,2.9,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB moist typic alluvial floodplain","WHITE PINE-MIXED HARDWOOD FOREST","94AB","moist","typic","alluvial","floodplain",2,0.8,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB moist typic clayey plains","PINE BARRENS","94AB","moist","typic","clayey","plains",1,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"94AB wet euic mucky plains","WHITE PINE-MIXED HARDWOOD FOREST","94AB","wet","euic","mucky","plains",4,0.2,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"94AB dry spodic sandy plains","PINE BARRENS","94AB","dry","spodic","sandy","plains",28,1.1,82.1,7.1,0,0,0,0,3.6,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"94AB dry typic clayey slopes","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","dry","typic","clayey","slopes",25,67.6,4,44,20,20,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5
"94AB dry spodic sandy slopes","PINE BARRENS","94AB","dry","spodic","sandy","slopes",2,0.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
"94AB moist typic loamy plains","BLACK ASH SWAMP","94AB","moist","typic","loamy","plains",18,1,11.1,22.2,27.8,5.6,0,0,0,5.6,16.7,0,0,5.6,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
"94AB dry typic clayey plains","MIXED CONIFER SWAMP","94AB","dry","typic","clayey","plains",19,3,10.5,36.8,5.3,15.8,0,0,0,5.3,10.5,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"94AB dry spodic sandy slopes","WHITE PINE-RED PINE FOREST","94AB","dry","spodic","sandy","slopes",79,35.1,73.4,2.5,2.5,2.5,0,0,5.1,0,0,1.3,3.8,0,0,7.6,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5
"94AB dry typic sandy slopes","PINE BARRENS","94AB","dry","typic","sandy","slopes",44,5.1,72.7,2.3,0,0,0,0,6.8,0,0,0,9.1,2.3,2.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
"94AB wet dysic mucky plains","WHITE PINE-RED PINE FOREST","94AB","wet","dysic","mucky","plains",5,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"94AB dry spodic sandy plains","SHRUB SWAMP/EMERGENT MARSH","94AB","dry","spodic","sandy","plains",4,0.2,75,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"94AB wet dysic mucky plains","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","wet","dysic","mucky","plains",2,0.8,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"94AB moist typic loamy slopes","WHITE PINE-RED PINE FOREST","94AB","moist","typic","loamy","slopes",2,22.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"94AB moist typic clayey plains","MIXED HARDWOOD SWAMP","94AB","moist","typic","clayey","plains",49,3.4,4.1,14.3,2,16.3,0,0,0,2,2,6.1,4.1,0,8.2,32.7,6.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.6
"94AB wet typic alluvial floodplain","BEECH-SUGAR MAPLE-HEMLOCK FOREST","94AB","wet","typic","alluvial","floodplain",18,5.2,5.6,33.3,11.1,5.6,0,0,0,0,0,0,22.2,0,5.6,11.1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9
"94AB moist dysic sandy plains","SHRUB SWAMP/EMERGENT MARSH","94AB","moist","dysic","sandy","plains",15,0.6,60,6.7,0,0,0,0,0,6.7,0,6.7,0,0,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0.3
"94AB wet typic loamy plains","JACK PINE-RED PINE FOREST","94AB","wet","typic","loamy","plains",20,4.4,55,0,0,0,0,0,0,0,0,5,0,5,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2
"94AB dry spodic sandy plains","OAK/PINE BARRENS","94AB","dry","spodic","sandy","plains",5,0.2,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
